Category,sub-category,Type,Fit,Material,Pattern,Season,Style,Occasion,Body Type Suitability,Neckline,Apparel
1,17,113,31,32,33,2,7,31,4,0,1
1,17,113,31,32,33,2,7,31,0,0,1
1,0,61,34,19,39,2,7,19,12,40,0
1,0,61,34,19,39,2,7,19,12,42,0
1,0,61,34,19,39,2,7,19,7,40,0
1,0,61,34,19,39,2,7,19,7,42,0
1,0,61,34,19,39,2,7,19,8,40,0
1,0,61,34,19,39,2,7,19,8,42,0
1,0,61,34,19,39,2,7,19,9,40,0
1,0,61,34,19,39,2,7,19,9,42,0
1,0,61,34,19,39,2,7,19,0,40,0
1,0,61,34,19,39,2,7,19,0,42,0
1,0,61,34,19,39,2,7,19,3,40,0
1,0,61,34,19,39,2,7,19,3,42,0
1,0,61,34,19,13,2,7,19,12,40,0
1,0,61,34,19,13,2,7,19,12,42,0
1,0,61,34,19,13,2,7,19,7,40,0
1,0,61,34,19,13,2,7,19,7,42,0
1,0,61,34,19,13,2,7,19,8,40,0
1,0,61,34,19,13,2,7,19,8,42,0
1,0,61,34,19,13,2,7,19,9,40,0
1,0,61,34,19,13,2,7,19,9,42,0
1,0,61,34,19,13,2,7,19,0,40,0
1,0,61,34,19,13,2,7,19,0,42,0
1,0,61,34,19,13,2,7,19,3,40,0
1,0,61,34,19,13,2,7,19,3,42,0
1,0,98,34,32,13,2,7,1,12,13,0
1,0,98,34,32,13,2,7,1,7,13,0
1,0,98,34,32,13,2,7,1,8,13,0
1,0,98,34,32,13,2,7,1,9,13,0
1,0,98,34,32,13,2,7,1,0,13,0
1,0,98,34,32,13,2,7,1,3,13,0
1,0,98,34,32,33,2,7,1,12,13,0
1,0,98,34,32,33,2,7,1,7,13,0
1,0,98,34,32,33,2,7,1,8,13,0
1,0,98,34,32,33,2,7,1,9,13,0
1,0,98,34,32,33,2,7,1,0,13,0
1,0,98,34,32,33,2,7,1,3,13,0
1,13,129,34,32,8,2,7,12,12,31,3
1,13,129,34,32,8,2,7,12,7,31,3
1,13,129,34,32,8,2,7,12,8,31,3
1,13,129,34,32,8,2,7,12,9,31,3
1,13,129,34,32,8,2,7,12,0,31,3
1,13,129,34,32,8,2,7,12,3,31,3
1,13,129,34,32,15,2,7,12,12,31,3
1,13,129,34,32,15,2,7,12,7,31,3
1,13,129,34,32,15,2,7,12,8,31,3
1,13,129,34,32,15,2,7,12,9,31,3
1,13,129,34,32,15,2,7,12,0,31,3
1,13,129,34,32,15,2,7,12,3,31,3
1,13,129,34,27,8,2,7,12,12,31,3
1,13,129,34,27,8,2,7,12,7,31,3
1,13,129,34,27,8,2,7,12,8,31,3
1,13,129,34,27,8,2,7,12,9,31,3
1,13,129,34,27,8,2,7,12,0,31,3
1,13,129,34,27,8,2,7,12,3,31,3
1,13,129,34,27,15,2,7,12,12,31,3
1,13,129,34,27,15,2,7,12,7,31,3
1,13,129,34,27,15,2,7,12,8,31,3
1,13,129,34,27,15,2,7,12,9,31,3
1,13,129,34,27,15,2,7,12,0,31,3
1,13,129,34,27,15,2,7,12,3,31,3
1,13,120,34,32,8,0,3,18,12,18,3
1,13,120,34,32,8,0,3,18,7,18,3
1,13,120,34,32,8,0,3,18,8,18,3
1,13,120,34,32,8,0,3,18,9,18,3
1,13,120,34,32,8,0,3,18,0,18,3
1,13,120,34,32,8,0,3,18,3,18,3
1,13,120,34,13,8,0,3,18,12,18,3
1,13,120,34,13,8,0,3,18,7,18,3
1,13,120,34,13,8,0,3,18,8,18,3
1,13,120,34,13,8,0,3,18,9,18,3
1,13,120,34,13,8,0,3,18,0,18,3
1,13,120,34,13,8,0,3,18,3,18,3
0,3,64,33,7,38,0,34,8,1,20,3
0,3,64,33,7,38,0,34,8,1,47,3
0,3,64,33,7,38,0,34,8,6,20,3
0,3,64,33,7,38,0,34,8,6,47,3
0,3,64,33,7,38,0,34,8,2,20,3
0,3,64,33,7,38,0,34,8,2,47,3
0,3,64,33,7,38,0,34,8,12,20,3
0,3,64,33,7,38,0,34,8,12,47,3
0,3,64,33,7,38,1,34,8,1,20,3
0,3,64,33,7,38,1,34,8,1,47,3
0,3,64,33,7,38,1,34,8,6,20,3
0,3,64,33,7,38,1,34,8,6,47,3
0,3,64,33,7,38,1,34,8,2,20,3
0,3,64,33,7,38,1,34,8,2,47,3
0,3,64,33,7,38,1,34,8,12,20,3
0,3,64,33,7,38,1,34,8,12,47,3
0,3,64,33,7,38,3,34,8,1,20,3
0,3,64,33,7,38,3,34,8,1,47,3
0,3,64,33,7,38,3,34,8,6,20,3
0,3,64,33,7,38,3,34,8,6,47,3
0,3,64,33,7,38,3,34,8,2,20,3
0,3,64,33,7,38,3,34,8,2,47,3
0,3,64,33,7,38,3,34,8,12,20,3
0,3,64,33,7,38,3,34,8,12,47,3
0,3,87,34,7,38,0,34,8,12,20,0
0,3,87,34,7,38,1,34,8,12,20,0
0,3,87,34,7,38,3,34,8,12,20,0
0,3,78,14,38,38,0,13,8,1,16,2
0,3,78,14,38,38,0,13,8,6,16,2
0,3,78,14,38,38,0,13,8,2,16,2
0,3,78,14,38,38,0,13,8,12,16,2
0,3,78,14,38,38,1,13,8,1,16,2
0,3,78,14,38,38,1,13,8,6,16,2
0,3,78,14,38,38,1,13,8,2,16,2
0,3,78,14,38,38,1,13,8,12,16,2
0,3,78,14,38,38,3,13,8,1,16,2
0,3,78,14,38,38,3,13,8,6,16,2
0,3,78,14,38,38,3,13,8,2,16,2
0,3,78,14,38,38,3,13,8,12,16,2
0,3,58,43,38,12,0,20,30,1,20,3
0,3,58,43,38,12,1,20,30,1,20,3
0,3,58,43,38,12,3,20,30,1,20,3
0,14,110,39,50,38,0,18,2,1,25,0
0,14,110,39,50,38,0,18,2,6,25,0
0,14,110,39,50,38,0,18,2,2,25,0
0,14,110,39,50,38,0,18,2,12,25,0
0,14,110,39,50,38,1,18,2,1,25,0
0,14,110,39,50,38,1,18,2,6,25,0
0,14,110,39,50,38,1,18,2,2,25,0
0,14,110,39,50,38,1,18,2,12,25,0
0,14,110,39,50,38,3,18,2,1,25,0
0,14,110,39,50,38,3,18,2,6,25,0
0,14,110,39,50,38,3,18,2,2,25,0
0,14,110,39,50,38,3,18,2,12,25,0
0,14,39,39,50,38,3,18,23,12,36,0
0,14,9,39,7,38,2,7,3,1,25,2
0,14,9,39,7,38,2,7,3,6,25,2
0,14,9,39,7,38,2,7,3,2,25,2
0,14,9,39,7,38,2,7,3,12,25,2
0,14,9,39,7,38,0,7,3,1,25,2
0,14,9,39,7,38,0,7,3,6,25,2
0,14,9,39,7,38,0,7,3,2,25,2
0,14,9,39,7,38,0,7,3,12,25,2
1,2,1,16,7,38,2,7,6,12,47,0
1,2,1,16,7,38,2,7,6,12,3,0
1,2,1,16,7,38,2,7,6,7,47,0
1,2,1,16,7,38,2,7,6,7,3,0
1,2,1,16,7,38,2,7,6,8,47,0
1,2,1,16,7,38,2,7,6,8,3,0
1,2,1,16,7,38,2,7,6,9,47,0
1,2,1,16,7,38,2,7,6,9,3,0
1,2,1,16,7,38,2,7,6,0,47,0
1,2,1,16,7,38,2,7,6,0,3,0
1,2,1,16,7,38,2,7,6,3,47,0
1,2,1,16,7,38,2,7,6,3,3,0
1,2,1,16,7,38,0,7,6,12,47,0
1,2,1,16,7,38,0,7,6,12,3,0
1,2,1,16,7,38,0,7,6,7,47,0
1,2,1,16,7,38,0,7,6,7,3,0
1,2,1,16,7,38,0,7,6,8,47,0
1,2,1,16,7,38,0,7,6,8,3,0
1,2,1,16,7,38,0,7,6,9,47,0
1,2,1,16,7,38,0,7,6,9,3,0
1,2,1,16,7,38,0,7,6,0,47,0
1,2,1,16,7,38,0,7,6,0,3,0
1,2,1,16,7,38,0,7,6,3,47,0
1,2,1,16,7,38,0,7,6,3,3,0
1,2,107,26,19,38,2,7,6,12,8,0
1,2,107,26,19,38,2,7,6,7,8,0
1,2,107,26,19,38,2,7,6,8,8,0
1,2,107,26,19,38,2,7,6,9,8,0
1,2,107,26,19,38,2,7,6,0,8,0
1,2,107,26,19,38,2,7,6,3,8,0
1,2,139,1,16,38,0,7,6,12,43,0
1,2,139,1,16,38,0,7,6,7,43,0
1,2,139,1,16,38,0,7,6,8,43,0
1,2,139,1,16,38,0,7,6,9,43,0
1,2,139,1,16,38,0,7,6,0,43,0
1,2,139,1,16,38,0,7,6,3,43,0
1,2,139,1,16,38,1,7,6,12,43,0
1,2,139,1,16,38,1,7,6,7,43,0
1,2,139,1,16,38,1,7,6,8,43,0
1,2,139,1,16,38,1,7,6,9,43,0
1,2,139,1,16,38,1,7,6,0,43,0
1,2,139,1,16,38,1,7,6,3,43,0
1,2,139,1,16,38,3,7,6,12,43,0
1,2,139,1,16,38,3,7,6,7,43,0
1,2,139,1,16,38,3,7,6,8,43,0
1,2,139,1,16,38,3,7,6,9,43,0
1,2,139,1,16,38,3,7,6,0,43,0
1,2,139,1,16,38,3,7,6,3,43,0
1,2,105,14,50,38,3,18,16,7,33,0
1,2,73,20,5,38,2,7,1,3,13,0
1,2,12,44,41,38,0,22,15,8,24,0
1,2,12,44,41,38,1,22,15,8,24,0
1,2,12,44,41,38,3,22,15,8,24,0
1,2,109,34,10,39,2,7,6,12,47,0
1,2,109,34,10,39,2,7,6,7,47,0
1,2,109,34,10,39,2,7,6,8,47,0
1,2,109,34,10,39,2,7,6,9,47,0
1,2,109,34,10,39,2,7,6,0,47,0
1,2,109,34,10,39,2,7,6,3,47,0
1,2,90,16,35,38,0,18,19,7,39,0
1,2,90,16,35,38,1,18,19,7,39,0
1,2,90,16,35,38,3,18,19,7,39,0
1,2,61,28,32,38,0,7,19,12,42,0
1,2,61,28,32,38,0,7,19,7,42,0
1,2,61,28,32,38,0,7,19,8,42,0
1,2,61,28,32,38,0,7,19,9,42,0
1,2,61,28,32,38,0,7,19,0,42,0
1,2,61,28,32,38,0,7,19,3,42,0
1,2,61,28,32,38,1,7,19,12,42,0
1,2,61,28,32,38,1,7,19,7,42,0
1,2,61,28,32,38,1,7,19,8,42,0
1,2,61,28,32,38,1,7,19,9,42,0
1,2,61,28,32,38,1,7,19,0,42,0
1,2,61,28,32,38,1,7,19,3,42,0
1,2,61,28,32,38,3,7,19,12,42,0
1,2,61,28,32,38,3,7,19,7,42,0
1,2,61,28,32,38,3,7,19,8,42,0
1,2,61,28,32,38,3,7,19,9,42,0
1,2,61,28,32,38,3,7,19,0,42,0
1,2,61,28,32,38,3,7,19,3,42,0
1,3,101,12,38,29,0,34,30,12,32,0
1,3,101,12,38,29,0,34,30,12,40,0
1,3,101,12,38,29,0,34,30,12,3,0
1,3,101,12,38,29,0,34,30,12,13,0
1,3,101,12,38,29,0,34,30,12,16,0
1,3,101,12,38,29,0,34,30,12,6,0
1,3,101,12,38,29,0,34,30,12,24,0
1,3,101,12,38,29,0,34,30,7,32,0
1,3,101,12,38,29,0,34,30,7,40,0
1,3,101,12,38,29,0,34,30,7,3,0
1,3,101,12,38,29,0,34,30,7,13,0
1,3,101,12,38,29,0,34,30,7,16,0
1,3,101,12,38,29,0,34,30,7,6,0
1,3,101,12,38,29,0,34,30,7,24,0
1,3,101,12,38,29,0,34,30,8,32,0
1,3,101,12,38,29,0,34,30,8,40,0
1,3,101,12,38,29,0,34,30,8,3,0
1,3,101,12,38,29,0,34,30,8,13,0
1,3,101,12,38,29,0,34,30,8,16,0
1,3,101,12,38,29,0,34,30,8,6,0
1,3,101,12,38,29,0,34,30,8,24,0
1,3,101,12,38,29,0,34,30,9,32,0
1,3,101,12,38,29,0,34,30,9,40,0
1,3,101,12,38,29,0,34,30,9,3,0
1,3,101,12,38,29,0,34,30,9,13,0
1,3,101,12,38,29,0,34,30,9,16,0
1,3,101,12,38,29,0,34,30,9,6,0
1,3,101,12,38,29,0,34,30,9,24,0
1,3,101,12,38,29,0,34,30,0,32,0
1,3,101,12,38,29,0,34,30,0,40,0
1,3,101,12,38,29,0,34,30,0,3,0
1,3,101,12,38,29,0,34,30,0,13,0
1,3,101,12,38,29,0,34,30,0,16,0
1,3,101,12,38,29,0,34,30,0,6,0
1,3,101,12,38,29,0,34,30,0,24,0
1,3,101,12,38,29,0,34,30,3,32,0
1,3,101,12,38,29,0,34,30,3,40,0
1,3,101,12,38,29,0,34,30,3,3,0
1,3,101,12,38,29,0,34,30,3,13,0
1,3,101,12,38,29,0,34,30,3,16,0
1,3,101,12,38,29,0,34,30,3,6,0
1,3,101,12,38,29,0,34,30,3,24,0
1,3,101,12,38,29,1,34,30,12,32,0
1,3,101,12,38,29,1,34,30,12,40,0
1,3,101,12,38,29,1,34,30,12,3,0
1,3,101,12,38,29,1,34,30,12,13,0
1,3,101,12,38,29,1,34,30,12,16,0
1,3,101,12,38,29,1,34,30,12,6,0
1,3,101,12,38,29,1,34,30,12,24,0
1,3,101,12,38,29,1,34,30,7,32,0
1,3,101,12,38,29,1,34,30,7,40,0
1,3,101,12,38,29,1,34,30,7,3,0
1,3,101,12,38,29,1,34,30,7,13,0
1,3,101,12,38,29,1,34,30,7,16,0
1,3,101,12,38,29,1,34,30,7,6,0
1,3,101,12,38,29,1,34,30,7,24,0
1,3,101,12,38,29,1,34,30,8,32,0
1,3,101,12,38,29,1,34,30,8,40,0
1,3,101,12,38,29,1,34,30,8,3,0
1,3,101,12,38,29,1,34,30,8,13,0
1,3,101,12,38,29,1,34,30,8,16,0
1,3,101,12,38,29,1,34,30,8,6,0
1,3,101,12,38,29,1,34,30,8,24,0
1,3,101,12,38,29,1,34,30,9,32,0
1,3,101,12,38,29,1,34,30,9,40,0
1,3,101,12,38,29,1,34,30,9,3,0
1,3,101,12,38,29,1,34,30,9,13,0
1,3,101,12,38,29,1,34,30,9,16,0
1,3,101,12,38,29,1,34,30,9,6,0
1,3,101,12,38,29,1,34,30,9,24,0
1,3,101,12,38,29,1,34,30,0,32,0
1,3,101,12,38,29,1,34,30,0,40,0
1,3,101,12,38,29,1,34,30,0,3,0
1,3,101,12,38,29,1,34,30,0,13,0
1,3,101,12,38,29,1,34,30,0,16,0
1,3,101,12,38,29,1,34,30,0,6,0
1,3,101,12,38,29,1,34,30,0,24,0
1,3,101,12,38,29,1,34,30,3,32,0
1,3,101,12,38,29,1,34,30,3,40,0
1,3,101,12,38,29,1,34,30,3,3,0
1,3,101,12,38,29,1,34,30,3,13,0
1,3,101,12,38,29,1,34,30,3,16,0
1,3,101,12,38,29,1,34,30,3,6,0
1,3,101,12,38,29,1,34,30,3,24,0
1,3,101,12,38,29,3,34,30,12,32,0
1,3,101,12,38,29,3,34,30,12,40,0
1,3,101,12,38,29,3,34,30,12,3,0
1,3,101,12,38,29,3,34,30,12,13,0
1,3,101,12,38,29,3,34,30,12,16,0
1,3,101,12,38,29,3,34,30,12,6,0
1,3,101,12,38,29,3,34,30,12,24,0
1,3,101,12,38,29,3,34,30,7,32,0
1,3,101,12,38,29,3,34,30,7,40,0
1,3,101,12,38,29,3,34,30,7,3,0
1,3,101,12,38,29,3,34,30,7,13,0
1,3,101,12,38,29,3,34,30,7,16,0
1,3,101,12,38,29,3,34,30,7,6,0
1,3,101,12,38,29,3,34,30,7,24,0
1,3,101,12,38,29,3,34,30,8,32,0
1,3,101,12,38,29,3,34,30,8,40,0
1,3,101,12,38,29,3,34,30,8,3,0
1,3,101,12,38,29,3,34,30,8,13,0
1,3,101,12,38,29,3,34,30,8,16,0
1,3,101,12,38,29,3,34,30,8,6,0
1,3,101,12,38,29,3,34,30,8,24,0
1,3,101,12,38,29,3,34,30,9,32,0
1,3,101,12,38,29,3,34,30,9,40,0
1,3,101,12,38,29,3,34,30,9,3,0
1,3,101,12,38,29,3,34,30,9,13,0
1,3,101,12,38,29,3,34,30,9,16,0
1,3,101,12,38,29,3,34,30,9,6,0
1,3,101,12,38,29,3,34,30,9,24,0
1,3,101,12,38,29,3,34,30,0,32,0
1,3,101,12,38,29,3,34,30,0,40,0
1,3,101,12,38,29,3,34,30,0,3,0
1,3,101,12,38,29,3,34,30,0,13,0
1,3,101,12,38,29,3,34,30,0,16,0
1,3,101,12,38,29,3,34,30,0,6,0
1,3,101,12,38,29,3,34,30,0,24,0
1,3,101,12,38,29,3,34,30,3,32,0
1,3,101,12,38,29,3,34,30,3,40,0
1,3,101,12,38,29,3,34,30,3,3,0
1,3,101,12,38,29,3,34,30,3,13,0
1,3,101,12,38,29,3,34,30,3,16,0
1,3,101,12,38,29,3,34,30,3,6,0
1,3,101,12,38,29,3,34,30,3,24,0
1,3,100,36,7,12,0,34,3,12,32,0
1,3,100,36,7,12,0,34,3,12,3,0
1,3,100,36,7,12,0,34,3,12,6,0
1,3,100,36,7,12,0,34,3,12,19,0
1,3,100,36,7,12,0,34,3,12,1,0
1,3,100,36,7,12,0,34,3,12,2,0
1,3,100,36,7,12,0,34,3,12,20,0
1,3,100,36,7,12,0,34,3,12,45,0
1,3,100,36,7,12,0,34,3,7,32,0
1,3,100,36,7,12,0,34,3,7,3,0
1,3,100,36,7,12,0,34,3,7,6,0
1,3,100,36,7,12,0,34,3,7,19,0
1,3,100,36,7,12,0,34,3,7,1,0
1,3,100,36,7,12,0,34,3,7,2,0
1,3,100,36,7,12,0,34,3,7,20,0
1,3,100,36,7,12,0,34,3,7,45,0
1,3,100,36,7,12,0,34,3,8,32,0
1,3,100,36,7,12,0,34,3,8,3,0
1,3,100,36,7,12,0,34,3,8,6,0
1,3,100,36,7,12,0,34,3,8,19,0
1,3,100,36,7,12,0,34,3,8,1,0
1,3,100,36,7,12,0,34,3,8,2,0
1,3,100,36,7,12,0,34,3,8,20,0
1,3,100,36,7,12,0,34,3,8,45,0
1,3,100,36,7,12,0,34,3,9,32,0
1,3,100,36,7,12,0,34,3,9,3,0
1,3,100,36,7,12,0,34,3,9,6,0
1,3,100,36,7,12,0,34,3,9,19,0
1,3,100,36,7,12,0,34,3,9,1,0
1,3,100,36,7,12,0,34,3,9,2,0
1,3,100,36,7,12,0,34,3,9,20,0
1,3,100,36,7,12,0,34,3,9,45,0
1,3,100,36,7,12,0,34,3,0,32,0
1,3,100,36,7,12,0,34,3,0,3,0
1,3,100,36,7,12,0,34,3,0,6,0
1,3,100,36,7,12,0,34,3,0,19,0
1,3,100,36,7,12,0,34,3,0,1,0
1,3,100,36,7,12,0,34,3,0,2,0
1,3,100,36,7,12,0,34,3,0,20,0
1,3,100,36,7,12,0,34,3,0,45,0
1,3,100,36,7,12,0,34,3,3,32,0
1,3,100,36,7,12,0,34,3,3,3,0
1,3,100,36,7,12,0,34,3,3,6,0
1,3,100,36,7,12,0,34,3,3,19,0
1,3,100,36,7,12,0,34,3,3,1,0
1,3,100,36,7,12,0,34,3,3,2,0
1,3,100,36,7,12,0,34,3,3,20,0
1,3,100,36,7,12,0,34,3,3,45,0
1,3,100,36,7,12,1,34,3,12,32,0
1,3,100,36,7,12,1,34,3,12,3,0
1,3,100,36,7,12,1,34,3,12,6,0
1,3,100,36,7,12,1,34,3,12,19,0
1,3,100,36,7,12,1,34,3,12,1,0
1,3,100,36,7,12,1,34,3,12,2,0
1,3,100,36,7,12,1,34,3,12,20,0
1,3,100,36,7,12,1,34,3,12,45,0
1,3,100,36,7,12,1,34,3,7,32,0
1,3,100,36,7,12,1,34,3,7,3,0
1,3,100,36,7,12,1,34,3,7,6,0
1,3,100,36,7,12,1,34,3,7,19,0
1,3,100,36,7,12,1,34,3,7,1,0
1,3,100,36,7,12,1,34,3,7,2,0
1,3,100,36,7,12,1,34,3,7,20,0
1,3,100,36,7,12,1,34,3,7,45,0
1,3,100,36,7,12,1,34,3,8,32,0
1,3,100,36,7,12,1,34,3,8,3,0
1,3,100,36,7,12,1,34,3,8,6,0
1,3,100,36,7,12,1,34,3,8,19,0
1,3,100,36,7,12,1,34,3,8,1,0
1,3,100,36,7,12,1,34,3,8,2,0
1,3,100,36,7,12,1,34,3,8,20,0
1,3,100,36,7,12,1,34,3,8,45,0
1,3,100,36,7,12,1,34,3,9,32,0
1,3,100,36,7,12,1,34,3,9,3,0
1,3,100,36,7,12,1,34,3,9,6,0
1,3,100,36,7,12,1,34,3,9,19,0
1,3,100,36,7,12,1,34,3,9,1,0
1,3,100,36,7,12,1,34,3,9,2,0
1,3,100,36,7,12,1,34,3,9,20,0
1,3,100,36,7,12,1,34,3,9,45,0
1,3,100,36,7,12,1,34,3,0,32,0
1,3,100,36,7,12,1,34,3,0,3,0
1,3,100,36,7,12,1,34,3,0,6,0
1,3,100,36,7,12,1,34,3,0,19,0
1,3,100,36,7,12,1,34,3,0,1,0
1,3,100,36,7,12,1,34,3,0,2,0
1,3,100,36,7,12,1,34,3,0,20,0
1,3,100,36,7,12,1,34,3,0,45,0
1,3,100,36,7,12,1,34,3,3,32,0
1,3,100,36,7,12,1,34,3,3,3,0
1,3,100,36,7,12,1,34,3,3,6,0
1,3,100,36,7,12,1,34,3,3,19,0
1,3,100,36,7,12,1,34,3,3,1,0
1,3,100,36,7,12,1,34,3,3,2,0
1,3,100,36,7,12,1,34,3,3,20,0
1,3,100,36,7,12,1,34,3,3,45,0
1,3,100,36,7,12,3,34,3,12,32,0
1,3,100,36,7,12,3,34,3,12,3,0
1,3,100,36,7,12,3,34,3,12,6,0
1,3,100,36,7,12,3,34,3,12,19,0
1,3,100,36,7,12,3,34,3,12,1,0
1,3,100,36,7,12,3,34,3,12,2,0
1,3,100,36,7,12,3,34,3,12,20,0
1,3,100,36,7,12,3,34,3,12,45,0
1,3,100,36,7,12,3,34,3,7,32,0
1,3,100,36,7,12,3,34,3,7,3,0
1,3,100,36,7,12,3,34,3,7,6,0
1,3,100,36,7,12,3,34,3,7,19,0
1,3,100,36,7,12,3,34,3,7,1,0
1,3,100,36,7,12,3,34,3,7,2,0
1,3,100,36,7,12,3,34,3,7,20,0
1,3,100,36,7,12,3,34,3,7,45,0
1,3,100,36,7,12,3,34,3,8,32,0
1,3,100,36,7,12,3,34,3,8,3,0
1,3,100,36,7,12,3,34,3,8,6,0
1,3,100,36,7,12,3,34,3,8,19,0
1,3,100,36,7,12,3,34,3,8,1,0
1,3,100,36,7,12,3,34,3,8,2,0
1,3,100,36,7,12,3,34,3,8,20,0
1,3,100,36,7,12,3,34,3,8,45,0
1,3,100,36,7,12,3,34,3,9,32,0
1,3,100,36,7,12,3,34,3,9,3,0
1,3,100,36,7,12,3,34,3,9,6,0
1,3,100,36,7,12,3,34,3,9,19,0
1,3,100,36,7,12,3,34,3,9,1,0
1,3,100,36,7,12,3,34,3,9,2,0
1,3,100,36,7,12,3,34,3,9,20,0
1,3,100,36,7,12,3,34,3,9,45,0
1,3,100,36,7,12,3,34,3,0,32,0
1,3,100,36,7,12,3,34,3,0,3,0
1,3,100,36,7,12,3,34,3,0,6,0
1,3,100,36,7,12,3,34,3,0,19,0
1,3,100,36,7,12,3,34,3,0,1,0
1,3,100,36,7,12,3,34,3,0,2,0
1,3,100,36,7,12,3,34,3,0,20,0
1,3,100,36,7,12,3,34,3,0,45,0
1,3,100,36,7,12,3,34,3,3,32,0
1,3,100,36,7,12,3,34,3,3,3,0
1,3,100,36,7,12,3,34,3,3,6,0
1,3,100,36,7,12,3,34,3,3,19,0
1,3,100,36,7,12,3,34,3,3,1,0
1,3,100,36,7,12,3,34,3,3,2,0
1,3,100,36,7,12,3,34,3,3,20,0
1,3,100,36,7,12,3,34,3,3,45,0
1,3,68,36,38,12,0,34,30,7,32,0
1,3,68,36,38,12,0,34,30,7,40,0
1,3,68,36,38,12,0,34,30,7,13,0
1,3,68,36,38,12,0,34,30,7,24,0
1,3,68,36,38,12,0,34,30,7,30,0
1,3,68,36,38,12,0,34,30,7,9,0
1,3,68,36,38,12,0,34,30,7,2,0
1,3,68,36,38,12,0,34,30,0,32,0
1,3,68,36,38,12,0,34,30,0,40,0
1,3,68,36,38,12,0,34,30,0,13,0
1,3,68,36,38,12,0,34,30,0,24,0
1,3,68,36,38,12,0,34,30,0,30,0
1,3,68,36,38,12,0,34,30,0,9,0
1,3,68,36,38,12,0,34,30,0,2,0
1,3,68,36,38,12,0,34,30,9,32,0
1,3,68,36,38,12,0,34,30,9,40,0
1,3,68,36,38,12,0,34,30,9,13,0
1,3,68,36,38,12,0,34,30,9,24,0
1,3,68,36,38,12,0,34,30,9,30,0
1,3,68,36,38,12,0,34,30,9,9,0
1,3,68,36,38,12,0,34,30,9,2,0
1,3,68,36,38,12,1,34,30,7,32,0
1,3,68,36,38,12,1,34,30,7,40,0
1,3,68,36,38,12,1,34,30,7,13,0
1,3,68,36,38,12,1,34,30,7,24,0
1,3,68,36,38,12,1,34,30,7,30,0
1,3,68,36,38,12,1,34,30,7,9,0
1,3,68,36,38,12,1,34,30,7,2,0
1,3,68,36,38,12,1,34,30,0,32,0
1,3,68,36,38,12,1,34,30,0,40,0
1,3,68,36,38,12,1,34,30,0,13,0
1,3,68,36,38,12,1,34,30,0,24,0
1,3,68,36,38,12,1,34,30,0,30,0
1,3,68,36,38,12,1,34,30,0,9,0
1,3,68,36,38,12,1,34,30,0,2,0
1,3,68,36,38,12,1,34,30,9,32,0
1,3,68,36,38,12,1,34,30,9,40,0
1,3,68,36,38,12,1,34,30,9,13,0
1,3,68,36,38,12,1,34,30,9,24,0
1,3,68,36,38,12,1,34,30,9,30,0
1,3,68,36,38,12,1,34,30,9,9,0
1,3,68,36,38,12,1,34,30,9,2,0
1,3,68,36,38,12,3,34,30,7,32,0
1,3,68,36,38,12,3,34,30,7,40,0
1,3,68,36,38,12,3,34,30,7,13,0
1,3,68,36,38,12,3,34,30,7,24,0
1,3,68,36,38,12,3,34,30,7,30,0
1,3,68,36,38,12,3,34,30,7,9,0
1,3,68,36,38,12,3,34,30,7,2,0
1,3,68,36,38,12,3,34,30,0,32,0
1,3,68,36,38,12,3,34,30,0,40,0
1,3,68,36,38,12,3,34,30,0,13,0
1,3,68,36,38,12,3,34,30,0,24,0
1,3,68,36,38,12,3,34,30,0,30,0
1,3,68,36,38,12,3,34,30,0,9,0
1,3,68,36,38,12,3,34,30,0,2,0
1,3,68,36,38,12,3,34,30,9,32,0
1,3,68,36,38,12,3,34,30,9,40,0
1,3,68,36,38,12,3,34,30,9,13,0
1,3,68,36,38,12,3,34,30,9,24,0
1,3,68,36,38,12,3,34,30,9,30,0
1,3,68,36,38,12,3,34,30,9,9,0
1,3,68,36,38,12,3,34,30,9,2,0
1,3,3,36,14,12,0,34,19,4,32,0
1,3,3,36,14,12,0,34,19,4,2,0
1,3,3,36,14,12,0,34,19,4,20,0
1,3,3,36,14,12,0,34,19,4,19,0
1,3,3,36,14,12,0,34,19,4,40,0
1,3,3,36,14,12,0,34,19,4,3,0
1,3,3,36,14,12,0,34,19,0,32,0
1,3,3,36,14,12,0,34,19,0,2,0
1,3,3,36,14,12,0,34,19,0,20,0
1,3,3,36,14,12,0,34,19,0,19,0
1,3,3,36,14,12,0,34,19,0,40,0
1,3,3,36,14,12,0,34,19,0,3,0
1,3,3,36,14,12,1,34,19,4,32,0
1,3,3,36,14,12,1,34,19,4,2,0
1,3,3,36,14,12,1,34,19,4,20,0
1,3,3,36,14,12,1,34,19,4,19,0
1,3,3,36,14,12,1,34,19,4,40,0
1,3,3,36,14,12,1,34,19,4,3,0
1,3,3,36,14,12,1,34,19,0,32,0
1,3,3,36,14,12,1,34,19,0,2,0
1,3,3,36,14,12,1,34,19,0,20,0
1,3,3,36,14,12,1,34,19,0,19,0
1,3,3,36,14,12,1,34,19,0,40,0
1,3,3,36,14,12,1,34,19,0,3,0
1,3,3,36,14,12,3,34,19,4,32,0
1,3,3,36,14,12,3,34,19,4,2,0
1,3,3,36,14,12,3,34,19,4,20,0
1,3,3,36,14,12,3,34,19,4,19,0
1,3,3,36,14,12,3,34,19,4,40,0
1,3,3,36,14,12,3,34,19,4,3,0
1,3,3,36,14,12,3,34,19,0,32,0
