Category,sub-category,Type,Fit,Material,Pattern,Season,Style,Occasion,Body Type Suitability,Neckline,Apparel
1,17,108,29,7,6,3,7,3,12,5,3
1,17,108,29,7,6,3,7,3,7,5,3
1,17,108,29,7,6,3,7,3,8,5,3
1,17,108,29,7,6,3,7,3,9,5,3
1,17,108,29,7,6,3,7,3,0,5,3
1,17,108,29,7,6,3,7,3,3,5,3
1,17,40,13,7,38,0,7,31,12,47,0
1,17,40,13,7,38,0,7,31,7,47,0
1,17,40,13,7,38,0,7,31,8,47,0
1,17,40,13,7,38,0,7,31,9,47,0
1,17,40,13,7,38,0,7,31,0,47,0
1,17,40,13,7,38,0,7,31,3,47,0
1,17,40,13,7,38,0,7,3,12,47,0
1,17,40,13,7,38,0,7,3,7,47,0
1,17,40,13,7,38,0,7,3,8,47,0
1,17,40,13,7,38,0,7,3,9,47,0
1,17,40,13,7,38,0,7,3,0,47,0
1,17,40,13,7,38,0,7,3,3,47,0
1,17,40,13,7,38,1,7,31,12,47,0
1,17,40,13,7,38,1,7,31,7,47,0
1,17,40,13,7,38,1,7,31,8,47,0
1,17,40,13,7,38,1,7,31,9,47,0
1,17,40,13,7,38,1,7,31,0,47,0
1,17,40,13,7,38,1,7,31,3,47,0
1,17,40,13,7,38,1,7,3,12,47,0
1,17,40,13,7,38,1,7,3,7,47,0
1,17,40,13,7,38,1,7,3,8,47,0
1,17,40,13,7,38,1,7,3,9,47,0
1,17,40,13,7,38,1,7,3,0,47,0
1,17,40,13,7,38,1,7,3,3,47,0
1,17,40,13,7,38,3,7,31,12,47,0
1,17,40,13,7,38,3,7,31,7,47,0
1,17,40,13,7,38,3,7,31,8,47,0
1,17,40,13,7,38,3,7,31,9,47,0
1,17,40,13,7,38,3,7,31,0,47,0
1,17,40,13,7,38,3,7,31,3,47,0
1,17,40,13,7,38,3,7,3,12,47,0
1,17,40,13,7,38,3,7,3,7,47,0
1,17,40,13,7,38,3,7,3,8,47,0
1,17,40,13,7,38,3,7,3,9,47,0
1,17,40,13,7,38,3,7,3,0,47,0
1,17,40,13,7,38,3,7,3,3,47,0
1,17,113,31,10,38,0,7,19,4,15,1
1,17,113,31,10,38,0,7,19,0,15,1
1,17,113,31,10,38,0,7,3,4,15,1
1,17,113,31,10,38,0,7,3,0,15,1
1,17,113,31,10,38,1,7,19,4,15,1
1,17,113,31,10,38,1,7,19,0,15,1
1,17,113,31,10,38,1,7,3,4,15,1
1,17,113,31,10,38,1,7,3,0,15,1
1,17,113,31,10,38,3,7,19,4,15,1
1,17,113,31,10,38,3,7,19,0,15,1
1,17,113,31,10,38,3,7,3,4,15,1
1,17,113,31,10,38,3,7,3,0,15,1
1,17,59,4,10,38,0,7,3,12,21,1
1,17,59,4,10,38,0,7,3,7,21,1
1,17,59,4,10,38,0,7,3,8,21,1
1,17,59,4,10,38,0,7,3,9,21,1
1,17,59,4,10,38,0,7,3,0,21,1
1,17,59,4,10,38,0,7,3,3,21,1
1,17,59,4,10,38,1,7,3,12,21,1
1,17,59,4,10,38,1,7,3,7,21,1
1,17,59,4,10,38,1,7,3,8,21,1
1,17,59,4,10,38,1,7,3,9,21,1
1,17,59,4,10,38,1,7,3,0,21,1
1,17,59,4,10,38,1,7,3,3,21,1
1,17,59,4,10,38,3,7,3,12,21,1
1,17,59,4,10,38,3,7,3,7,21,1
1,17,59,4,10,38,3,7,3,8,21,1
1,17,59,4,10,38,3,7,3,9,21,1
1,17,59,4,10,38,3,7,3,0,21,1
1,17,59,4,10,38,3,7,3,3,21,1
1,17,59,6,10,38,0,7,3,12,21,1
1,17,59,6,10,38,0,7,3,7,21,1
1,17,59,6,10,38,0,7,3,8,21,1
1,17,59,6,10,38,0,7,3,9,21,1
1,17,59,6,10,38,0,7,3,0,21,1
1,17,59,6,10,38,0,7,3,3,21,1
1,17,59,6,10,38,1,7,3,12,21,1
1,17,59,6,10,38,1,7,3,7,21,1
1,17,59,6,10,38,1,7,3,8,21,1
1,17,59,6,10,38,1,7,3,9,21,1
1,17,59,6,10,38,1,7,3,0,21,1
1,17,59,6,10,38,1,7,3,3,21,1
1,17,59,6,10,38,3,7,3,12,21,1
1,17,59,6,10,38,3,7,3,7,21,1
1,17,59,6,10,38,3,7,3,8,21,1
1,17,59,6,10,38,3,7,3,9,21,1
1,17,59,6,10,38,3,7,3,0,21,1
1,17,59,6,10,38,3,7,3,3,21,1
1,17,67,22,41,38,0,7,3,12,12,1
1,17,67,22,41,38,0,7,3,7,12,1
1,17,67,22,41,38,0,7,3,8,12,1
1,17,67,22,41,38,0,7,3,9,12,1
1,17,67,22,41,38,0,7,3,0,12,1
1,17,67,22,41,38,0,7,3,3,12,1
1,17,67,22,41,38,0,7,33,12,12,1
1,17,67,22,41,38,0,7,33,7,12,1
1,17,67,22,41,38,0,7,33,8,12,1
1,17,67,22,41,38,0,7,33,9,12,1
1,17,67,22,41,38,0,7,33,0,12,1
1,17,67,22,41,38,0,7,33,3,12,1
1,17,67,22,41,38,1,7,3,12,12,1
1,17,67,22,41,38,1,7,3,7,12,1
1,17,67,22,41,38,1,7,3,8,12,1
1,17,67,22,41,38,1,7,3,9,12,1
1,17,67,22,41,38,1,7,3,0,12,1
1,17,67,22,41,38,1,7,3,3,12,1
1,17,67,22,41,38,1,7,33,12,12,1
1,17,67,22,41,38,1,7,33,7,12,1
1,17,67,22,41,38,1,7,33,8,12,1
1,17,67,22,41,38,1,7,33,9,12,1
1,17,67,22,41,38,1,7,33,0,12,1
1,17,67,22,41,38,1,7,33,3,12,1
1,17,67,22,41,38,3,7,3,12,12,1
1,17,67,22,41,38,3,7,3,7,12,1
1,17,67,22,41,38,3,7,3,8,12,1
1,17,67,22,41,38,3,7,3,9,12,1
1,17,67,22,41,38,3,7,3,0,12,1
1,17,67,22,41,38,3,7,3,3,12,1
1,17,67,22,41,38,3,7,33,12,12,1
1,17,67,22,41,38,3,7,33,7,12,1
1,17,67,22,41,38,3,7,33,8,12,1
1,17,67,22,41,38,3,7,33,9,12,1
1,17,67,22,41,38,3,7,33,0,12,1
1,17,67,22,41,38,3,7,33,3,12,1
1,7,18,11,7,38,2,7,3,4,46,1
1,7,18,11,7,38,2,7,3,7,46,1
1,9,33,11,7,38,2,7,31,4,46,1
1,9,33,11,7,38,2,7,31,0,46,1
1,9,33,11,7,38,2,7,19,4,46,1
1,9,33,11,7,38,2,7,19,0,46,1
1,9,84,17,36,38,2,4,1,4,46,1
1,9,84,17,36,38,2,4,1,7,46,1
1,9,84,17,36,38,2,4,3,4,46,1
1,9,84,17,36,38,2,4,3,7,46,1
1,13,129,34,7,38,1,7,18,12,34,3
1,13,129,34,7,38,1,7,18,7,34,3
1,13,129,34,7,38,1,7,18,8,34,3
1,13,129,34,7,38,1,7,18,9,34,3
1,13,129,34,7,38,1,7,18,0,34,3
1,13,129,34,7,38,1,7,18,3,34,3
1,13,120,34,27,38,3,3,14,12,50,3
1,13,120,34,27,38,3,3,14,7,50,3
1,13,120,34,27,38,3,3,14,8,50,3
1,13,120,34,27,38,3,3,14,9,50,3
1,13,120,34,27,38,3,3,14,0,50,3
1,13,120,34,27,38,3,3,14,3,50,3
0,15,134,33,32,38,0,7,3,1,47,3
0,15,134,33,32,38,0,7,3,6,47,3
0,15,134,33,32,38,0,7,3,2,47,3
0,15,134,33,32,38,0,7,3,12,47,3
0,15,134,33,32,38,1,7,3,1,47,3
0,15,134,33,32,38,1,7,3,6,47,3
0,15,134,33,32,38,1,7,3,2,47,3
0,15,134,33,32,38,1,7,3,12,47,3
0,15,134,33,32,38,3,7,3,1,47,3
0,15,134,33,32,38,3,7,3,6,47,3
0,15,134,33,32,38,3,7,3,2,47,3
0,15,134,33,32,38,3,7,3,12,47,3
0,15,96,33,32,38,0,7,24,1,8,3
0,15,96,33,32,38,0,7,24,6,8,3
0,15,96,33,32,38,0,7,24,2,8,3
0,15,96,33,32,38,0,7,24,12,8,3
0,15,96,33,32,38,1,7,24,1,8,3
0,15,96,33,32,38,1,7,24,6,8,3
0,15,96,33,32,38,1,7,24,2,8,3
0,15,96,33,32,38,1,7,24,12,8,3
0,15,96,33,32,38,3,7,24,1,8,3
0,15,96,33,32,38,3,7,24,6,8,3
0,15,96,33,32,38,3,7,24,2,8,3
0,15,96,33,32,38,3,7,24,12,8,3
0,10,41,39,19,38,0,18,13,11,26,3
0,10,41,39,19,38,0,18,13,10,26,3
0,10,41,39,19,38,1,18,13,11,26,3
0,10,41,39,19,38,1,18,13,10,26,3
0,10,41,39,19,38,3,18,13,11,26,3
0,10,41,39,19,38,3,18,13,10,26,3
0,3,64,33,19,38,0,34,3,1,32,3
0,3,64,33,19,38,0,34,3,6,32,3
0,3,64,33,19,38,0,34,3,2,32,3
0,3,64,33,19,38,0,34,3,12,32,3
0,3,64,33,19,38,1,34,3,1,32,3
0,3,64,33,19,38,1,34,3,6,32,3
0,3,64,33,19,38,1,34,3,2,32,3
0,3,64,33,19,38,1,34,3,12,32,3
0,3,64,33,19,38,3,34,3,1,32,3
0,3,64,33,19,38,3,34,3,6,32,3
0,3,64,33,19,38,3,34,3,2,32,3
0,3,64,33,19,38,3,34,3,12,32,3
0,3,64,33,40,38,0,34,3,1,32,3
0,3,64,33,40,38,0,34,3,6,32,3
0,3,64,33,40,38,0,34,3,2,32,3
0,3,64,33,40,38,0,34,3,12,32,3
0,3,64,33,40,38,1,34,3,1,32,3
0,3,64,33,40,38,1,34,3,6,32,3
0,3,64,33,40,38,1,34,3,2,32,3
0,3,64,33,40,38,1,34,3,12,32,3
0,3,64,33,40,38,3,34,3,1,32,3
0,3,64,33,40,38,3,34,3,6,32,3
0,3,64,33,40,38,3,34,3,2,32,3
0,3,64,33,40,38,3,34,3,12,32,3
0,3,87,34,19,38,0,34,3,12,6,0
0,3,87,34,19,38,0,34,23,12,6,0
0,3,87,34,19,38,1,34,3,12,6,0
0,3,87,34,19,38,1,34,23,12,6,0
0,3,87,34,19,38,3,34,3,12,6,0
0,3,87,34,19,38,3,34,23,12,6,0
0,3,87,34,40,38,0,34,3,12,6,0
0,3,87,34,40,38,0,34,23,12,6,0
0,3,87,34,40,38,1,34,3,12,6,0
0,3,87,34,40,38,1,34,23,12,6,0
0,3,87,34,40,38,3,34,3,12,6,0
0,3,87,34,40,38,3,34,23,12,6,0
0,3,78,14,7,38,0,13,3,1,20,2
0,3,78,14,7,38,0,13,3,6,20,2
0,3,78,14,7,38,0,13,3,2,20,2
0,3,78,14,7,38,0,13,3,12,20,2
0,3,78,14,7,38,1,13,3,1,20,2
0,3,78,14,7,38,1,13,3,6,20,2
0,3,78,14,7,38,1,13,3,2,20,2
0,3,78,14,7,38,1,13,3,12,20,2
0,3,78,14,7,38,3,13,3,1,20,2
0,3,78,14,7,38,3,13,3,6,20,2
0,3,78,14,7,38,3,13,3,2,20,2
0,3,78,14,7,38,3,13,3,12,20,2
0,3,78,14,21,38,0,13,3,1,20,2
0,3,78,14,21,38,0,13,3,6,20,2
0,3,78,14,21,38,0,13,3,2,20,2
0,3,78,14,21,38,0,13,3,12,20,2
0,3,78,14,21,38,1,13,3,1,20,2
0,3,78,14,21,38,1,13,3,6,20,2
0,3,78,14,21,38,1,13,3,2,20,2
0,3,78,14,21,38,1,13,3,12,20,2
0,3,78,14,21,38,3,13,3,1,20,2
0,3,78,14,21,38,3,13,3,6,20,2
0,3,78,14,21,38,3,13,3,2,20,2
0,3,78,14,21,38,3,13,3,12,20,2
0,3,58,43,15,12,0,20,23,1,47,3
0,3,58,43,15,12,0,20,8,1,47,3
0,3,58,43,15,12,1,20,23,1,47,3
0,3,58,43,15,12,1,20,8,1,47,3
0,3,58,43,15,12,3,20,23,1,47,3
0,3,58,43,15,12,3,20,8,1,47,3
0,14,110,39,32,38,0,18,13,1,22,0
0,14,110,39,32,38,0,18,13,6,22,0
0,14,110,39,32,38,0,18,13,2,22,0
0,14,110,39,32,38,0,18,13,12,22,0
0,14,110,39,32,38,0,18,30,1,22,0
0,14,110,39,32,38,0,18,30,6,22,0
0,14,110,39,32,38,0,18,30,2,22,0
0,14,110,39,32,38,0,18,30,12,22,0
0,14,110,39,32,38,1,18,13,1,22,0
0,14,110,39,32,38,1,18,13,6,22,0
0,14,110,39,32,38,1,18,13,2,22,0
0,14,110,39,32,38,1,18,13,12,22,0
0,14,110,39,32,38,1,18,30,1,22,0
0,14,110,39,32,38,1,18,30,6,22,0
0,14,110,39,32,38,1,18,30,2,22,0
0,14,110,39,32,38,1,18,30,12,22,0
0,14,110,39,32,38,3,18,13,1,22,0
0,14,110,39,32,38,3,18,13,6,22,0
0,14,110,39,32,38,3,18,13,2,22,0
0,14,110,39,32,38,3,18,13,12,22,0
0,14,110,39,32,38,3,18,30,1,22,0
0,14,110,39,32,38,3,18,30,6,22,0
0,14,110,39,32,38,3,18,30,2,22,0
0,14,110,39,32,38,3,18,30,12,22,0
0,14,110,39,7,38,0,18,13,1,22,0
0,14,110,39,7,38,0,18,13,6,22,0
0,14,110,39,7,38,0,18,13,2,22,0
0,14,110,39,7,38,0,18,13,12,22,0
0,14,110,39,7,38,0,18,30,1,22,0
0,14,110,39,7,38,0,18,30,6,22,0
0,14,110,39,7,38,0,18,30,2,22,0
0,14,110,39,7,38,0,18,30,12,22,0
0,14,110,39,7,38,1,18,13,1,22,0
0,14,110,39,7,38,1,18,13,6,22,0
0,14,110,39,7,38,1,18,13,2,22,0
0,14,110,39,7,38,1,18,13,12,22,0
0,14,110,39,7,38,1,18,30,1,22,0
0,14,110,39,7,38,1,18,30,6,22,0
0,14,110,39,7,38,1,18,30,2,22,0
0,14,110,39,7,38,1,18,30,12,22,0
0,14,110,39,7,38,3,18,13,1,22,0
0,14,110,39,7,38,3,18,13,6,22,0
0,14,110,39,7,38,3,18,13,2,22,0
0,14,110,39,7,38,3,18,13,12,22,0
0,14,110,39,7,38,3,18,30,1,22,0
0,14,110,39,7,38,3,18,30,6,22,0
0,14,110,39,7,38,3,18,30,2,22,0
0,14,110,39,7,38,3,18,30,12,22,0
0,14,39,39,32,38,3,18,30,12,25,0
0,14,39,39,7,38,3,18,30,12,25,0
0,14,9,39,19,38,2,7,16,1,22,2
0,14,9,39,19,38,2,7,16,6,22,2
0,14,9,39,19,38,2,7,16,2,22,2
0,14,9,39,19,38,2,7,16,12,22,2
0,14,9,39,19,38,0,7,16,1,22,2
0,14,9,39,19,38,0,7,16,6,22,2
0,14,9,39,19,38,0,7,16,2,22,2
0,14,9,39,19,38,0,7,16,12,22,2
0,14,9,39,50,38,2,7,16,1,22,2
0,14,9,39,50,38,2,7,16,6,22,2
0,14,9,39,50,38,2,7,16,2,22,2
0,14,9,39,50,38,2,7,16,12,22,2
0,14,9,39,50,38,0,7,16,1,22,2
0,14,9,39,50,38,0,7,16,6,22,2
0,14,9,39,50,38,0,7,16,2,22,2
0,14,9,39,50,38,0,7,16,12,22,2
0,4,13,33,27,38,3,7,3,1,32,2
0,4,13,33,27,38,3,7,3,6,32,2
0,4,13,33,27,38,3,7,3,2,32,2
0,4,13,33,27,38,3,7,3,12,32,2
0,4,131,39,32,38,1,9,2,11,23,2
0,4,131,39,32,38,1,9,2,10,23,2
0,4,131,39,32,38,1,9,3,11,23,2
0,4,131,39,32,38,1,9,3,10,23,2
0,4,95,33,32,34,3,7,3,11,16,2
0,4,95,33,32,34,3,7,3,10,16,2
0,4,49,39,32,38,1,7,3,11,6,2
0,4,49,39,32,38,1,7,3,10,6,2
0,13,5,33,41,38,0,7,32,1,8,3
0,13,5,33,41,38,0,7,32,6,8,3
0,13,5,33,41,38,0,7,32,2,8,3
0,13,5,33,41,38,0,7,32,12,8,3
0,13,5,33,41,38,1,7,32,1,8,3
0,13,5,33,41,38,1,7,32,6,8,3
0,13,5,33,41,38,1,7,32,2,8,3
0,13,5,33,41,38,1,7,32,12,8,3
0,13,5,33,41,38,3,7,32,1,8,3
0,13,5,33,41,38,3,7,32,6,8,3
0,13,5,33,41,38,3,7,32,2,8,3
0,13,5,33,41,38,3,7,32,12,8,3
1,16,132,26,5,13,2,4,1,12,47,3
1,16,132,26,5,13,2,4,1,7,47,3
1,16,132,26,5,13,2,4,1,8,47,3
1,16,132,26,5,13,2,4,1,9,47,3
1,16,132,26,5,13,2,4,1,0,47,3
1,16,132,26,5,13,2,4,1,3,47,3
1,16,141,1,38,38,2,15,7,0,48,3
1,16,10,43,37,33,0,9,19,7,5,3
1,16,10,43,37,33,0,9,9,7,5,3
1,16,10,43,37,33,1,9,19,7,5,3
1,16,10,43,37,33,1,9,9,7,5,3
1,16,10,43,37,33,3,9,19,7,5,3
1,16,10,43,37,33,3,9,9,7,5,3
1,16,51,34,19,39,0,7,17,12,14,3
1,16,51,34,19,39,0,7,17,7,14,3
1,16,51,34,19,39,0,7,17,8,14,3
1,16,51,34,19,39,0,7,17,9,14,3
1,16,51,34,19,39,0,7,17,0,14,3
1,16,51,34,19,39,0,7,17,3,14,3
1,16,51,34,19,39,1,7,17,12,14,3
1,16,51,34,19,39,1,7,17,7,14,3
1,16,51,34,19,39,1,7,17,8,14,3
1,16,51,34,19,39,1,7,17,9,14,3
1,16,51,34,19,39,1,7,17,0,14,3
1,16,51,34,19,39,1,7,17,3,14,3
1,16,51,34,19,39,3,7,17,12,14,3
1,16,51,34,19,39,3,7,17,7,14,3
1,16,51,34,19,39,3,7,17,8,14,3
1,16,51,34,19,39,3,7,17,9,14,3
1,16,51,34,19,39,3,7,17,0,14,3
1,16,51,34,19,39,3,7,17,3,14,3
1,16,82,29,16,38,0,32,28,12,32,3
1,16,82,29,16,38,0,32,28,7,32,3
1,16,82,29,16,38,0,32,28,8,32,3
1,16,82,29,16,38,0,32,28,9,32,3
1,16,82,29,16,38,0,32,28,0,32,3
1,16,82,29,16,38,0,32,28,3,32,3
1,16,82,29,16,38,0,32,25,12,32,3
1,16,82,29,16,38,0,32,25,7,32,3
1,16,82,29,16,38,0,32,25,8,32,3
1,16,82,29,16,38,0,32,25,9,32,3
1,16,82,29,16,38,0,32,25,0,32,3
1,16,82,29,16,38,0,32,25,3,32,3
1,16,82,29,16,38,1,32,28,12,32,3
1,16,82,29,16,38,1,32,28,7,32,3
1,16,82,29,16,38,1,32,28,8,32,3
1,16,82,29,16,38,1,32,28,9,32,3
1,16,82,29,16,38,1,32,28,0,32,3
1,16,82,29,16,38,1,32,28,3,32,3
1,16,82,29,16,38,1,32,25,12,32,3
1,16,82,29,16,38,1,32,25,7,32,3
1,16,82,29,16,38,1,32,25,8,32,3
1,16,82,29,16,38,1,32,25,9,32,3
1,16,82,29,16,38,1,32,25,0,32,3
1,16,82,29,16,38,1,32,25,3,32,3
1,16,82,29,16,38,3,32,28,12,32,3
1,16,82,29,16,38,3,32,28,7,32,3
1,16,82,29,16,38,3,32,28,8,32,3
1,16,82,29,16,38,3,32,28,9,32,3
1,16,82,29,16,38,3,32,28,0,32,3
1,16,82,29,16,38,3,32,28,3,32,3
1,16,82,29,16,38,3,32,25,12,32,3
1,16,82,29,16,38,3,32,25,7,32,3
1,16,82,29,16,38,3,32,25,8,32,3
1,16,82,29,16,38,3,32,25,9,32,3
1,16,82,29,16,38,3,32,25,0,32,3
1,16,82,29,16,38,3,32,25,3,32,3
1,2,1,16,32,38,2,7,19,12,33,0
1,2,1,16,32,38,2,7,19,7,33,0
1,2,1,16,32,38,2,7,19,8,33,0
1,2,1,16,32,38,2,7,19,9,33,0
1,2,1,16,32,38,2,7,19,0,33,0
1,2,1,16,32,38,2,7,19,3,33,0
1,2,1,16,32,38,0,7,19,12,33,0
1,2,1,16,32,38,0,7,19,7,33,0
1,2,1,16,32,38,0,7,19,8,33,0
1,2,1,16,32,38,0,7,19,9,33,0
1,2,1,16,32,38,0,7,19,0,33,0
1,2,1,16,32,38,0,7,19,3,33,0
1,2,1,16,38,38,2,7,19,12,33,0
1,2,1,16,38,38,2,7,19,7,33,0
1,2,1,16,38,38,2,7,19,8,33,0
1,2,1,16,38,38,2,7,19,9,33,0
1,2,1,16,38,38,2,7,19,0,33,0
1,2,1,16,38,38,2,7,19,3,33,0
1,2,1,16,38,38,0,7,19,12,33,0
1,2,1,16,38,38,0,7,19,7,33,0
1,2,1,16,38,38,0,7,19,8,33,0
1,2,1,16,38,38,0,7,19,9,33,0
1,2,1,16,38,38,0,7,19,0,33,0
1,2,1,16,38,38,0,7,19,3,33,0
1,2,107,26,5,38,2,7,31,12,32,0
1,2,107,26,5,38,2,7,31,7,32,0
1,2,107,26,5,38,2,7,31,8,32,0
1,2,107,26,5,38,2,7,31,9,32,0
1,2,107,26,5,38,2,7,31,0,32,0
1,2,107,26,5,38,2,7,31,3,32,0
1,2,107,26,9,38,2,7,31,12,32,0
1,2,107,26,9,38,2,7,31,7,32,0
1,2,107,26,9,38,2,7,31,8,32,0
1,2,107,26,9,38,2,7,31,9,32,0
1,2,107,26,9,38,2,7,31,0,32,0
1,2,107,26,9,38,2,7,31,3,32,0
1,2,139,1,36,38,0,7,7,12,47,0
1,2,139,1,36,38,0,7,7,7,47,0
1,2,139,1,36,38,0,7,7,8,47,0
1,2,139,1,36,38,0,7,7,9,47,0
1,2,139,1,36,38,0,7,7,0,47,0
1,2,139,1,36,38,0,7,7,3,47,0
1,2,139,1,36,38,1,7,7,12,47,0
1,2,139,1,36,38,1,7,7,7,47,0
1,2,139,1,36,38,1,7,7,8,47,0
1,2,139,1,36,38,1,7,7,9,47,0
1,2,139,1,36,38,1,7,7,0,47,0
1,2,139,1,36,38,1,7,7,3,47,0
1,2,139,1,36,38,3,7,7,12,47,0
1,2,139,1,36,38,3,7,7,7,47,0
1,2,139,1,36,38,3,7,7,8,47,0
1,2,139,1,36,38,3,7,7,9,47,0
1,2,139,1,36,38,3,7,7,0,47,0
1,2,139,1,36,38,3,7,7,3,47,0
1,2,139,1,38,38,0,7,7,12,47,0
1,2,139,1,38,38,0,7,7,7,47,0
1,2,139,1,38,38,0,7,7,8,47,0
1,2,139,1,38,38,0,7,7,9,47,0
1,2,139,1,38,38,0,7,7,0,47,0
1,2,139,1,38,38,0,7,7,3,47,0
1,2,139,1,38,38,1,7,7,12,47,0
1,2,139,1,38,38,1,7,7,7,47,0
1,2,139,1,38,38,1,7,7,8,47,0
1,2,139,1,38,38,1,7,7,9,47,0
1,2,139,1,38,38,1,7,7,0,47,0
1,2,139,1,38,38,1,7,7,3,47,0
1,2,139,1,38,38,3,7,7,12,47,0
1,2,139,1,38,38,3,7,7,7,47,0
1,2,139,1,38,38,3,7,7,8,47,0
1,2,139,1,38,38,3,7,7,9,47,0
1,2,139,1,38,38,3,7,7,0,47,0
1,2,139,1,38,38,3,7,7,3,47,0
1,2,105,14,32,38,3,18,2,7,3,0
1,2,105,14,7,38,3,18,2,7,3,0
1,2,73,20,37,38,2,7,19,3,47,0
1,2,73,20,16,38,2,7,19,3,47,0
1,2,12,44,27,38,0,22,19,8,40,0
1,2,12,44,27,38,1,22,19,8,40,0
1,2,12,44,27,38,3,22,19,8,40,0
1,2,12,44,32,38,0,22,19,8,40,0
1,2,12,44,32,38,1,22,19,8,40,0
1,2,12,44,32,38,3,22,19,8,40,0
1,2,109,34,7,39,2,7,3,12,6,0
1,2,109,34,7,39,2,7,3,7,6,0
1,2,109,34,7,39,2,7,3,8,6,0
1,2,109,34,7,39,2,7,3,9,6,0
1,2,109,34,7,39,2,7,3,0,6,0
1,2,109,34,7,39,2,7,3,3,6,0
1,2,109,34,19,39,2,7,3,12,6,0
1,2,109,34,19,39,2,7,3,7,6,0
1,2,109,34,19,39,2,7,3,8,6,0
1,2,109,34,19,39,2,7,3,9,6,0
1,2,109,34,19,39,2,7,3,0,6,0
1,2,109,34,19,39,2,7,3,3,6,0
1,2,90,16,15,38,0,18,30,7,44,0
1,2,90,16,15,38,1,18,30,7,44,0
1,2,90,16,15,38,3,18,30,7,44,0
1,2,90,16,25,38,0,18,30,7,44,0
1,2,90,16,25,38,1,18,30,7,44,0
1,2,90,16,25,38,3,18,30,7,44,0
1,2,61,28,49,38,0,7,3,12,47,0
1,2,61,28,49,38,0,7,3,7,47,0
1,2,61,28,49,38,0,7,3,8,47,0
1,2,61,28,49,38,0,7,3,9,47,0
1,2,61,28,49,38,0,7,3,0,47,0
1,2,61,28,49,38,0,7,3,3,47,0
1,2,61,28,49,38,1,7,3,12,47,0
1,2,61,28,49,38,1,7,3,7,47,0
1,2,61,28,49,38,1,7,3,8,47,0
1,2,61,28,49,38,1,7,3,9,47,0
1,2,61,28,49,38,1,7,3,0,47,0
1,2,61,28,49,38,1,7,3,3,47,0
1,2,61,28,49,38,3,7,3,12,47,0
1,2,61,28,49,38,3,7,3,7,47,0
1,2,61,28,49,38,3,7,3,8,47,0
1,2,61,28,49,38,3,7,3,9,47,0
1,2,61,28,49,38,3,7,3,0,47,0
1,2,61,28,49,38,3,7,3,3,47,0
1,2,61,28,19,38,0,7,3,12,47,0
1,2,61,28,19,38,0,7,3,7,47,0
1,2,61,28,19,38,0,7,3,8,47,0
1,2,61,28,19,38,0,7,3,9,47,0
1,2,61,28,19,38,0,7,3,0,47,0
1,2,61,28,19,38,0,7,3,3,47,0
1,2,61,28,19,38,1,7,3,12,47,0
1,2,61,28,19,38,1,7,3,7,47,0
1,2,61,28,19,38,1,7,3,8,47,0
1,2,61,28,19,38,1,7,3,9,47,0
1,2,61,28,19,38,1,7,3,0,47,0
1,2,61,28,19,38,1,7,3,3,47,0
1,2,61,28,19,38,3,7,3,12,47,0
1,2,61,28,19,38,3,7,3,7,47,0
1,2,61,28,19,38,3,7,3,8,47,0
1,2,61,28,19,38,3,7,3,9,47,0
1,2,61,28,19,38,3,7,3,0,47,0
1,2,61,28,19,38,3,7,3,3,47,0
1,3,101,12,7,29,0,34,8,12,47,0
1,3,101,12,7,29,0,34,8,7,47,0
1,3,101,12,7,29,0,34,8,8,47,0
1,3,101,12,7,29,0,34,8,9,47,0
1,3,101,12,7,29,0,34,8,0,47,0
1,3,101,12,7,29,0,34,8,3,47,0
1,3,101,12,7,29,1,34,8,12,47,0
1,3,101,12,7,29,1,34,8,7,47,0
1,3,101,12,7,29,1,34,8,8,47,0
1,3,101,12,7,29,1,34,8,9,47,0
1,3,101,12,7,29,1,34,8,0,47,0
1,3,101,12,7,29,1,34,8,3,47,0
1,3,101,12,7,29,3,34,8,12,47,0
1,3,101,12,7,29,3,34,8,7,47,0
1,3,101,12,7,29,3,34,8,8,47,0
1,3,101,12,7,29,3,34,8,9,47,0
1,3,101,12,7,29,3,34,8,0,47,0
1,3,101,12,7,29,3,34,8,3,47,0
1,3,101,12,14,29,0,34,8,12,47,0
1,3,101,12,14,29,0,34,8,7,47,0
1,3,101,12,14,29,0,34,8,8,47,0
1,3,101,12,14,29,0,34,8,9,47,0
1,3,101,12,14,29,0,34,8,0,47,0
1,3,101,12,14,29,0,34,8,3,47,0
1,3,101,12,14,29,1,34,8,12,47,0
1,3,101,12,14,29,1,34,8,7,47,0
1,3,101,12,14,29,1,34,8,8,47,0
1,3,101,12,14,29,1,34,8,9,47,0
1,3,101,12,14,29,1,34,8,0,47,0
1,3,101,12,14,29,1,34,8,3,47,0
1,3,101,12,14,29,3,34,8,12,47,0
1,3,101,12,14,29,3,34,8,7,47,0
1,3,101,12,14,29,3,34,8,8,47,0
1,3,101,12,14,29,3,34,8,9,47,0
1,3,101,12,14,29,3,34,8,0,47,0
1,3,101,12,14,29,3,34,8,3,47,0
1,3,101,12,5,29,0,34,8,12,47,0
1,3,101,12,5,29,0,34,8,7,47,0
1,3,101,12,5,29,0,34,8,8,47,0
1,3,101,12,5,29,0,34,8,9,47,0
1,3,101,12,5,29,0,34,8,0,47,0
1,3,101,12,5,29,0,34,8,3,47,0
1,3,101,12,5,29,1,34,8,12,47,0
1,3,101,12,5,29,1,34,8,7,47,0
